Date,Title,Evaluation,Prob
2019-07-11,U.S. launches probe of French digital tax,neutral,0.455798626
2019-07-11,Apple could miss H2 iPhone estimates - Loop,negative,0.623455524
2019-07-11,"Apple's XR, XS hitting India next month?",negative,0.919857562
2019-07-12,Apple Watch glitch creates eavesdropping vulnerability,neutral,0.90536505
2019-07-12,Apple disbands AR/VR headset team - report,negative,0.89621067
2019-07-16,Big Tech under fire on Capitol Hill,negative,0.788546264
2019-07-16,Spotify slides on Apple's podcast plans - report,neutral,0.714596212
2019-07-17,Apple production testing AirPods in Vietnam - NAR,neutral,0.942792773
2019-07-18,Raymond James leaves Apple sidelines on 5G confidence,neutral,0.756222785
2019-07-19,Apple grew Q3 app sales - BofAML,neutral,0.836533308
2019-07-22,Bull boosts Apple on Services acceleration,positive,0.791624963
2019-07-22,"Look for ROE growth when market treads water, Goldman says.",positive,0.734775782
2019-07-22,Apple hires Tesla car interior engineer,neutral,0.552517772
2019-07-22,"Apple, Intel in advanced talks over modem business - WSJ",neutral,0.87889564
2019-07-23,Apple wants Mac Pro tariff exclusion,neutral,0.922322512
2019-07-23,App Store appears to favor Apple - WSJ,neutral,0.881509304
2019-07-23,Justice Dept. launches broad new antitrust probe into big tech (updated),neutral,0.544488907
2019-07-24,Evercore inches Apple higher before earnings,neutral,0.869045913
2019-07-25,Suppliers expecting 75M iPhones in H2 - Bloomberg,positive,0.749623179
2019-07-26,"No tariff waivers for Apple, tweets Trump",positive,0.575868309
2019-07-26,Siri sends sensitive recordings to subcontractors - report,neutral,0.890671074
2019-07-26,Trump wants Apple to build U.S. plants,neutral,0.948295951
2019-07-29,Apple offering three 5G iPhones in 2020 - analyst,neutral,0.562341869
2019-07-29,Apple Q3 Earnings Preview,neutral,0.841898561
2019-07-30,"Pixel 4 gesture controls, Apple laser sensors",neutral,0.867278636
2019-07-30,Apple hires former Valve VR engineer,neutral,0.927728474
2019-07-30,What the Street expects from Apple's Q3,neutral,0.868275106
2019-07-30,"Apple EPS beats by $0.08, beats on revenue",neutral,0.928759098
2019-07-30,Apple declares $0.77 dividend,neutral,0.549512863
2019-07-30,"Apple +2.8% on Q3 beats, upside revenue view",neutral,0.902866662
2019-07-30,Apple net cash totals $102B; keeping Mac Pro in U.S.,positive,0.442709059
2019-07-31,Big Tech partners with healthcare giants,positive,0.931698263
2019-07-31,Analysts lift Apple targets after earnings,neutral,0.87788856
2019-08-02,"Greater transparency practices for Siri, Assistant",neutral,0.46924603
2019-08-02,FTC investigating Apple-Amazon deal's seller impact - report,neutral,0.718694866
2019-08-04,Apple Card won't allow crypto purchases,neutral,0.491946846
2019-08-05,"Apple, semis slide as trade war weakens yuan",neutral,0.941840529
2019-08-05,Apple can absorb tariff costs - top analyst,negative,0.959462225
2019-08-06,Apple probed over pressure on parts makers - Mainichi,positive,0.590334237
2019-08-06,Apple's Cards soft launch; subsidiary rebrands,negative,0.940590978
2019-08-07,Bull outlines Apple's reacceleration in July,neutral,0.83425951
2019-08-08,Apple probed for unfair competition in Russia,neutral,0.833048224
2019-08-08,Facebook testing resale of subscription VOD,negative,0.879392505
2019-08-12,Apple loses ground to Samsung in Europe,neutral,0.85739994
2019-08-13,"Semis, Apple gain on tariff news",negative,0.915141582
2019-08-13,"Spotify, Apple nearing Siri truce?",positive,0.707612038
2019-08-13,"AirPods, Apple Watch won't get tariff extension",neutral,0.584920406
2019-08-14,"Tariff delay mutes Apple impact, says BofAML",neutral,0.896324813
2019-08-15,Apple updates U.S. job footprint,negative,0.536730945
2019-08-16,JPMorgan sees tariffs hurting S&P 500 earnings in 2020,negative,0.501697958
2019-08-16,Apple bull touts wearables growth driver,negative,0.972039342
2019-08-16,Apple's EU tax bill appeal starts soon,positive,0.598805964
2019-08-16,"Apple's privacy rules stifle competition, say developers",neutral,0.860534728
2019-08-19,Apple CEO makes 'good case' against tariffs - Trump,neutral,0.827217162
2019-08-19,Apple Arcade will cost $5 per month?,neutral,0.733201563
2019-08-19,Microsoft hires former Siri boss - The Information,neutral,0.93326205
2019-08-19,State AGs ready their own tech antitrust probe - WSJ,neutral,0.843275011
2019-08-19,Apple's streaming spending races past $6B - FT,neutral,0.931255281
2019-08-19,"Apple TV Plus targets $9.99 price, November launch - Bloomberg",positive,0.745126903
2019-08-20,Apple Card launches for U.S. customers,neutral,0.919908106
2019-08-20,"Apple's health team faces tension, exits - CNBC",neutral,0.829199612
2019-08-20,Justice Department assisting state AG tech probe,negative,0.566314876
2019-08-21,Apple needs millions of TV+ subs - Cowen,neutral,0.750969172
2019-08-21,Apple Card not a threat to competitors - analysts,neutral,0.90495044
2019-08-22,Apple launching Pro iPhones this fall - Bloomberg,neutral,0.922979176
2019-08-23,LG Display starts OLED production for iPhone,neutral,0.730284572
2019-08-23,"Apple, chip stocks take a beating after China tariffs, Trump tough talk",neutral,0.764527321
2019-08-26,"Apple's ability to navigate tariffs underappreciated, J.P. Morgan analyst says",neutral,0.413257003
2019-08-26,Apple shelves 'Walkie-Talkie' phone project - report,negative,0.947540164
2019-08-28,Apple suspends Siri-listening contractors,neutral,0.940030575
2019-08-28,Apple starting online sales in India - Bloomberg,negative,0.798550665
2019-08-28,Apple suppliers still rely on China - Reuters,neutral,0.78404212
2019-08-29,Nomura cuts Apple estimate on iPhone uncertainty,neutral,0.926716983
2019-08-29,Apple expands independent repair program,negative,0.833512247
2019-08-29,"Apple sets Sept. 10 event, likely for new iPhones",neutral,0.834037542
2019-08-30,Google researchers found mass iPhone hack attempt,neutral,0.931657135
2019-09-03,Apple EPS could take $0.20+ tariff hit - Longbow,negative,0.800557613
2019-09-04,Apple planning new iPhone SE - Nikkei,neutral,0.793593645
2019-09-04,Apple returns to bond market (update),neutral,0.89536345
2019-09-05,Apple testing in-display fingerprint ID - Bloomberg,neutral,0.889561713
2019-09-05,Piper survey shows strong 5G iPhone interest,neutral,0.940140247
2019-09-06,Q4 App Store growth outperforming - Morgan Stanley,positive,0.936772466
2019-09-09,Apple broke Chinese labor laws,positive,0.490760863
2019-09-09,Apple changes App Store amid antitrust scrutiny,negative,0.802800834
2019-09-10,What to expect at Apple's fall event,negative,0.867788553
2019-09-10,Apple bear cuts target on cycle weakness,neutral,0.827462316
2019-09-10,New iPhones won't have two-way charging - analyst,neutral,0.524163485
2019-09-10,"Apple launches iPhone 11, Pro, and Pro Max",neutral,0.924023032
2019-09-11,New iPhones sees tepid response in Asia,neutral,0.809902906
2019-09-11,Analysts praise Apple TV+ pricing,negative,0.939097106
2019-09-13,Goldman cuts Apple on TV+ trial,positive,0.903907061
2019-09-13,Abrams spurned Apple for less money with Warner - report,negative,0.670190454
2019-09-13,Apple bear sees weak iPhone 11 demand,negative,0.777686954
2019-09-13,Apple denies Goldman's TV+ claims,negative,0.95587945
2019-09-13,Disney's Iger leaves Apple board,neutral,0.720494866
2019-09-16,Apple in court over Irish tax bill,negative,0.657339871
2019-09-17,EU tax order 'defies common sense' - Apple,negative,0.846156359
2019-09-18,Apple iPhone 11 pre-orders show strength,negative,0.560891449
2019-09-18,Apple continues EU tax appeal,neutral,0.57319814
2019-09-18,Apple losing VP of communications,neutral,0.846476793
2019-09-19,What to expect as iOS 13 gets released,neutral,0.92175281
2019-09-20,Apple's iPhone 11 goes on sale,neutral,0.942462385
2019-09-20,Apple gets tariff exclusion on some Mac Pro parts - Bloomberg,neutral,0.905480921
2019-09-23,Google launches Play Pass to rival Apple Arcade,neutral,0.719918251
2019-09-23,Mac Pro production staying in US,neutral,0.584742129
2019-09-24,Big court rulings out of Europe (updated),neutral,0.580745041
2019-09-24,Apple iPad shipments start tomorrow,neutral,0.842432201
2019-09-25,"Amazon launches new Echos, Studio, and Buds",neutral,0.933389127
2019-09-26,Top analyst questions Apple's valuation,neutral,0.823138595
2019-09-26,Apple iPhone 11 seeing 'decent' demand - UBS,neutral,0.762607574
2019-09-27,Apple bringing original films to theaters - WSJ,positive,0.94670552
2019-09-27,Google to preinstall YouTube Music on newer Android devices,neutral,0.856195688
2019-09-27,Apple hires AstraZeneca exec,neutral,0.868822515
2019-09-30,Apple's 2020 iPhone could drive growth - JPMorgan,neutral,0.89122045
2019-09-30,"Apple's mini LED switch benefits LG, says analyst",positive,0.73490113
2019-10-01,Analysts see soft iPhone 11 demand,positive,0.909870744
2019-10-02,Apple easing third-party app restrictions,positive,0.434336126
2019-10-03,"Loop sees good iPhone demand, low ASPs",neutral,0.574563861
2019-10-04,Apple orders 10% boost to iPhone 11 production - Nikkei,positive,0.918610752
2019-10-04,"Apple should beat soft expectations, says bull",positive,0.928296208
2019-10-04,Apple acquired 3D animation company,positive,0.946915507
2019-10-07,Apple gets PT boost at Nomura,neutral,0.917451739
2019-10-07,Wedbush sizes up regulatory pressure on Apple,positive,0.938988745
2019-10-07,Music execs wary of Apple pricing approach - FT,negative,0.768943787
2019-10-09,"Apple gains after price target boost, new product expectations",neutral,0.713936925
2019-10-09,Google in test production of 5G phone - Nikkei,positive,0.943029761
2019-10-10,Apple pulls Hong Kong police tracking app,neutral,0.681501031
2019-10-11,Wedbush boosts Apple on 100M sub target for TV Plus,neutral,0.609830379
2019-10-11,"Apple hits new all-time high, up 60% from January low, as outlook brightens",positive,0.825219929
2019-10-14,Noted Apple analyst names next growth driver,positive,0.948396504
2019-10-14,Credit Suisse more confident on iPhone demand,neutral,0.670249343
2019-10-14,Apple denies sending URLS to Tencent,positive,0.908942938
2019-10-16,EU looking into Apple Pay antitrust concerns - report,neutral,0.69551146
2019-10-16,Netflix says competition's OK in a growing streaming pie,neutral,0.839073002
2019-10-17,"Majority of iPhones from past four years run iOS 13, Apple says",positive,0.879724622
2019-10-17,Barclays lifts Apple PT on iPhone 11,neutral,0.94756645
2019-10-18,Apple AirPods Pro coming soon?,positive,0.62875253
2019-10-21,Apple gets new Street-high target,neutral,0.890802503
2019-10-21,Apple making iPhone XR in India - WSJ,positive,0.750477135
2019-10-22,KeyBanc outlines Apple risks ahead of earnings,neutral,0.851106524
2019-10-22,Tech breakups still on table - antitrust chief,neutral,0.73950094
2019-10-23,Morgan Stanley sets Street-high target for Apple,neutral,0.631922662
2019-10-23,CNN readying digital news service that would pay publishers,neutral,0.749908566
2019-10-24,XR led Q3 U.S. iPhone sales - report,neutral,0.801849663
2019-10-25,HBO Max targets 80M subs by 2025; ad-supported option coming,positive,0.934646845
2019-10-25,Apple working on UAL terminal upgrade,neutral,0.839718819
2019-10-28,Apple overhauling smart home efforts - Bloomberg,neutral,0.876626492
2019-10-28,Apple target boosted on iPhone optimism,neutral,0.844855905
2019-10-28,Fitbit jumps on report of Google acquisition talks (updated),positive,0.634096444
2019-10-28,Apple releases AirPods Pro,neutral,0.876900733
2019-10-29,EU antitrust officials focusing on Apple Pay,neutral,0.948978484
2019-10-29,Apple Q4 2019 Earnings Preview,negative,0.669050872
2019-10-29,"HBO Max prices at $14.99/month, same as HBO",neutral,0.854201376
2019-10-30,Apple resumes human reviews of Siri audio,neutral,0.932753742
2019-10-30,Apple plans iPhone growth in 2020 - reports,neutral,0.936373234
2019-10-30,What to watch in Apple's Q4 report,neutral,0.560755789
2019-10-30,"Apple EPS beats by $0.19, beats on revenue",neutral,0.924176037
2019-10-30,Apple declares $0.77 dividend,neutral,0.754363954
2019-10-30,"Apple +1.7% as iPhone, Wearables drive beats",neutral,0.902866662
2019-10-30,"Apple call: Best-selling iPhone 11, China improvement",positive,0.880930722
2019-10-31,"Apple targets lifted on iPhone, Services strength",neutral,0.710799634
2019-10-31,Apple could receive French antitrust fine,positive,0.556631625
2019-11-01,Ad-supported Peacock streaming may come free - CNBC,neutral,0.693207681
2019-11-01,Apple Pay overtakes PayPal - Appleinsider,neutral,0.924932122
2019-11-01,"Apple seeks tariff exclusions on Watch, AirPods",neutral,0.908250868
2019-11-04,Apple commits $2.5B to California housing issues,neutral,0.653831303
2019-11-06,BofA sees continuing outperformance for Apple,neutral,0.902374804
2019-11-06,Firm sees Sonos as Apple target; SONO +6%,positive,0.55068481
2019-11-06,Apple publishes new details on privacy approach,neutral,0.868981898
2019-11-07,Disney Plus set up to define Iger legacy,neutral,0.931434929
2019-11-07,EU still focusing on Apple antitrust probes,neutral,0.950201929
2019-11-10,Goldman faces 'sexist' probe over Apple Card,neutral,0.646296203
2019-11-11,Apple's AR headset coming in 2022 - report,negative,0.946106195
2019-11-12,Streaming wars: Disney+ finally arrives,neutral,0.921214342
2019-11-12,KeyBanc checks show iPhone 11 improvement,neutral,0.903502107
2019-11-12,HBO's Plepler coming to Apple - WSJ,neutral,0.901302576
2019-11-13,Apple gains bull on 5G iPhone potential,neutral,0.89054054
2019-11-13,Apple unveils 16-in MacBook Pro,positive,0.906644762
2019-11-13,Goldman introducing shared Apple Card,neutral,0.8410303
2019-11-14,Apple gains rare bear on iPhone estimates,neutral,0.892285883
2019-11-14,Apple planning subscription bundle - Bloomberg,positive,0.889815569
2019-11-14,Apple launches Research with three health studies,neutral,0.932159543
2019-11-14,Apple News+ struggling for subscribers - CNBC,neutral,0.855586827
2019-11-15,Piper raises Apple on iPhone upgrade rates,neutral,0.921746552
2019-11-15,"Berkshire trims Well Fargo, buys Occidental Petroleum",neutral,0.78132844
2019-11-15,"Trump, Apple's Cook visiting Texas facilities next week",neutral,0.912412643
2019-11-18,TikTok owner to launch music streaming - FT,neutral,0.918879092
2019-11-18,Apple announces Dec. 2 press event,neutral,0.885350764
2019-11-19,Apple's iPhone 11 'massive' success - Wedbush,neutral,0.859313428
2019-11-19,Qualcomm forecasts 5G handset shipments,positive,0.752904415
2019-11-19,House releases answers from Big Tech queries,neutral,0.858038485
2019-11-20,Apple breaks ground for Austin expansion,neutral,0.888076603
2019-11-20,Apple Music expands into business offering - WSJ,positive,0.562055886
2019-11-20,"Trump says China not 'stepping up' in talks, could exempt Apple from tariffs",neutral,0.530911088
2019-11-21,Trump wants Apple's help building 5G infrastructure,neutral,0.787822604
2019-11-21,"Apple, Intel suel SoftBank unit for patent hoarding",neutral,0.724214971
2019-11-21,Microsoft delays launch for AirPods competitor,negative,0.572947502
2019-11-22,Apple seeing strong AirPods Pro demand - Bloomberg,negative,0.80380106
2019-11-22,VirnetX -22% as court tosses Apple award,positive,0.792128682
2019-11-22,Apple delays theatrical debut of 'The Banker',negative,0.846667826
2019-11-25,Apple forecasts 100M+ 5G iPhone sales - report,negative,0.736219883
2019-11-25,India confirms iPhone exports,neutral,0.864659011
2019-11-27,Apple doubling AirPods Pro production - report,neutral,0.827631414
2019-11-27,Larger iPhone coming in 2020?,neutral,0.844013691
2019-11-27,AirPods could face holiday shortage - Wedbush,neutral,0.878976703
2019-12-02,Apple AirPods had strong Black Friday sales - Wedbush,negative,0.913974345
2019-12-02,JPMorgan raises iPhone sales estimates,positive,0.949044585
2019-12-02,Apple still facing MacBook class action suit,positive,0.465666562
2019-12-02,U.S. weighing $2.4B of tariffs in response to France's digital services tax,negative,0.857622504
2019-12-04,U.K. set to introduce digital services tax,positive,0.860826135
2019-12-04,Rare Apple bear sees declining iPhone retention,neutral,0.834267676
2019-12-04,Apple's 5G iPhone 'top priority' - Qualcomm,negative,0.95957309
2019-12-05,Citi lifts AAPL estimates on holiday demand,neutral,0.668993771
2019-12-05,Noted analyst expects five 2020 iPhone models,positive,0.445354044
2019-12-09,Apple on watch as tariff deadline approaches,neutral,0.81228745
2019-12-09,China Renaissance bullish on Apple,neutral,0.8796224
2019-12-09,Mac Pro goes on sale tomorrow,positive,0.700302362
2019-12-10,Safari privacy features disrupt ad market,neutral,0.932311952
2019-12-10,"Apple TV+ needs 'mega-hit' show, says bull",negative,0.870867431
2019-12-10,Apple offers iPhone financing for Card holders,positive,0.833033323
2019-12-10,Apple's iPhone 11 seeing strong holiday demand,neutral,0.811467707
2019-12-10,"Max out Apple's Mac Pro for $52,599",positive,0.943066299
2019-12-10,U.S. tech probes to complete next year - AG,neutral,0.74847883
2019-12-11,"Apple raised on holiday sales, 5G expectations",neutral,0.896241486
2019-12-11,5G iPhone won't have major price increase - analyst,neutral,0.604256094
2019-12-12,November iPhone sales dropped in China - Credit Suisse,positive,0.526914358
2019-12-12,Apple buys Spectral Edge for photo tech,negative,0.973234951
2019-12-13,"Apple, semis gain on trade text deal",neutral,0.868601024
2019-12-13,5G iPhone will disappoint in 2020 - Munster,positive,0.420435667
2019-12-13,"Billboard adding Apple, YouTube plays to Hot 100",negative,0.728609025
2019-12-13,Apple Podcasts come to Amazon Echo,neutral,0.877138972
2019-12-16,Apple tops holiday wish lists - Evercore,neutral,0.949315786
2019-12-16,"Apple gains as Cleveland sees iPhone, wearables strength",neutral,0.817659438
2019-12-16,Apple Arcade adds $50 yearly subscription,positive,0.756399155
2019-12-17,China iPhone sales dropped in November - Rosenblatt,neutral,0.85272789
2019-12-17,Stock buybacks jumped 6.3% in Q3,negative,0.965998471
2019-12-18,"Amazon, Google partner on smart home standard",positive,0.946376264
2019-12-19,"Apple eyes James Bond, Pac-12 content",neutral,0.877075791
2019-12-19,"Apple, Samsung phones pass FCC RF radiation test",neutral,0.94051075
2019-12-20,Bernstein sees big 2020 for Apple's AirPods,neutral,0.792709291
2019-12-20,Piper raises Apple on early 5G strength,positive,0.777954221
2019-12-21,Apple works on satellite-to-device tech,neutral,0.695652127
2019-12-23,Wedbush raises Apple on 5G tailwind,neutral,0.937283754
2019-12-27,"JDI could sell plant to Apple, Sharp - Nikkei",neutral,0.769753337
2019-12-30,Apple 'clear winner' ahead of 5G - Wedbush,neutral,0.899935961
2019-12-30,Wedbush sees strengthening FAANG verticals in 2020,positive,0.911616027
2019-12-30,Citi sees Apple wearables strength in 2020,positive,0.949869275
2019-12-31,Hardware stocks underperformed in 2019,positive,0.950395823
2019-12-31,"Apple, Microsoft top Dow 2019 standings; Walgreens wobbles to the bottom",negative,0.534989774
2020-01-01,2019 leaders and laggards,negative,0.773649871
2020-01-02,Apple makes new deal with Imagination Tech,neutral,0.839324951
2020-01-02,Tech gains after China eases monetary policy,neutral,0.650480509
2020-01-02,HBO's Plepler signs five-year Apple deal,positive,0.574872375
2020-01-03,New all-time high as Apple tops $300,neutral,0.634738982
2020-01-03,"Apple targets raised on iPhone, wearables strength",positive,0.777414382
2020-01-03,Apple suing security vendor for trafficking goods,neutral,0.580989361
2020-01-03,Tim Cook took home $125M in 2019 but that's less than the prior year,negative,0.902419269
2020-01-06,Apple delaying some 5G iPhone launches - Susquehanna,negative,0.544577777
2020-01-06,Apple bull continues to see upsides across products,neutral,0.673446
2020-01-08,Services is king as Apple News hits 100M MAUs,negative,0.509074926
2020-01-08,Wedbush expects Apple earnings to sizzle,positive,0.582661748
2020-01-08,Apple +1.4% after record year-end App Store sales,positive,0.944277048
2020-01-09,Apple iPhone sales in China score big jump,positive,0.775075853
2020-01-09,Jefferies matches Street-high target for Apple,positive,0.912331283
2020-01-12,Apple aims to become 'closed-loop' manufacturer,positive,0.740870237
2020-01-13,Apple gets new Street-high target on 5G,neutral,0.933811784
2020-01-13,Apple not cooperating with FBI - AG Barr,positive,0.785939872
2020-01-14,Big Tech dominates the S&P 500,neutral,0.543874502
2020-01-14,Apple gets another PT boost on 5G,neutral,0.863577247
2020-01-14,Atlantic Equities turns bearish on smartphone giant,positive,0.937639117
2020-01-15,"Apple bull lifts target on 5G, low-cost iPhone",negative,0.825775146
2020-01-15,Apple acquires edge AI startup for about $200M,positive,0.876333356
2020-01-15,Apple scoops up Beastie Boys documentary,neutral,0.888364732
2020-01-15,Apple sold nearly 60M AirPods last year - report,neutral,0.914954841
2020-01-16,New iPhone will have ToF sensors - Barclays,neutral,0.838048458
2020-01-16,Comcast set to unveil details on Peacock streaming,neutral,0.940720081
2020-01-16,Apple's 'The Banker' coming to theaters,neutral,0.947338879
2020-01-17,Apple target raised on improving iPhone cycle,neutral,0.884832263
2020-01-17,Nomura questions Apple's 5G supercycle,positive,0.831861496
2020-01-17,Apple signs deal with Julia Louis-Dreyfus,neutral,0.878506839
2020-01-20,Digital tax in the spotlight this week,neutral,0.677978337
2020-01-21,"France, U.S. declare digital tax truce",neutral,0.665406048
2020-01-21,Apple dropped encrypted backups on FBI complaints,neutral,0.937631965
2020-01-21,Apple TV+ considers original podcasts - Bloomberg,negative,0.933977723
2020-01-22,Apple plans new low-cost iPhone model - Bloomberg,neutral,0.940646648
2020-01-22,Google researchers disclose Apple Safari's flaws,neutral,0.858369768
2020-01-23,Apple bull boosts target on Q1 upside,neutral,0.92662096
2020-01-23,Apple's iPhone SE successor launching in March?,positive,0.714431882
2020-01-23,Broadcom signs two deals with Apple; shares +2%,neutral,0.911586225
2020-01-24,Apple gets $400 target on 5G cycle,positive,0.545007706
2020-01-24,Apple TV+ had 34M subscribers in Q4,neutral,0.737107873
2020-01-24,"Rosenblatt lifts Apple target, cautious on 5G",neutral,0.9184497
2020-01-27,Deutsche raises Apple despite valuation concerns,neutral,0.504321516
2020-01-27,Intelligent Systems wins bullish rating from BTIG on Apple Card role,positive,0.858860016
2020-01-27,Apple shares hit by China's coronavirus worries,positive,0.944113731
2020-01-27,JPMorgan cautious ahead of Apple earnings,negative,0.92830646
2020-01-27,Apple Q1 2020 Earnings Preview,negative,0.776489854
2020-01-28,Apple earnings take center stage,neutral,0.867953658
2020-01-28,What to watch in Apple's Q1,neutral,0.863874197
2020-01-28,"Apple EPS beats by $0.45, beats on revenue",neutral,0.931227803
2020-01-28,Apple declares $0.77 dividend,neutral,0.730040431
2020-01-28,Strong iPhone sales drive Apple beat; shares +2.4%,neutral,0.902866662
2020-01-28,"Apple execs talk coronavirus impact, iPhone strength",positive,0.919579029
2020-01-29,Analysts weigh in on Apple's 'Picasso-like' earnings,neutral,0.919220805
2020-01-29,Apple's India online sales starting in Q3 - report,negative,0.914703608
2020-01-29,Apple hires Netflix engineer for streaming push - WSJ,neutral,0.884457231
2020-01-30,"CalTech wins $1.1B patent case against Apple, Broadcom",neutral,0.896468222
2020-01-30,Apple topped Q4 smartphone shipments,positive,0.436362088
2020-01-30,New Apple Maps launches in the U.S.,positive,0.805924654
2020-01-31,Vice News vet could join Apple-affiliated producer - WSJ,neutral,0.536308467
2020-02-01,Apple closing all China stores and offices,neutral,0.932863891
2020-02-02,Impacts of Apple's China closure are negligible - Wedbush,negative,0.863208532
2020-02-03,Apple analysts see limited coronavirus impact,neutral,0.778204858
2020-02-03,"Goldman recommends big tech, dismisses signs of bubble",neutral,0.82003969
2020-02-04,Apple's Chinese suppliers starting back Feb. 10,neutral,0.886970043
2020-02-04,DOJ contacting app developers about Apple - Reuters,neutral,0.915462673
2020-02-05,Apple loses News chief - Bloomberg,neutral,0.931706786
2020-02-05,App Store could see coronavirus gains - Morgan Stanely,neutral,0.808837414
2020-02-06,Coronavirus threatening AirPods production - NAR,neutral,0.838126659
2020-02-07,Foxconn delays return to Shenzhen facility,negative,0.62689954
2020-02-07,France fines Apple â¬25M for slowed iPhones,neutral,0.662153184
2020-02-07,Apple extends store closures in China,negative,0.951253474
2020-02-10,Foxconn delay 'shock' to Apple's system - Wedbush,negative,0.947358429
2020-02-10,Trendforce cuts iPhone estimate after Foxconn delay,neutral,0.46370557
2020-02-10,VirnetX +5% after appeals court denies Apple bid,negative,0.639925778
2020-02-11,FTC probing M&A history of tech giants (update),neutral,0.443156421
2020-02-11,Apple hires Warner Music Group vet,neutral,0.930498838
2020-02-13,Apple reopening some Beijing stores,neutral,0.917184889
2020-02-13,How has coronavirus impacted companies?,neutral,0.74928993
2020-02-13,Amazon topped Q4 smart speaker market,negative,0.621491909
2020-02-14,Apple reopening Shanghai store,positive,0.882090747
2020-02-14,Apple designing 5G iPhone antenna - Fast Company,neutral,0.819473505
2020-02-17,Apple warns on revenue for March quarter due to coronavirus,neutral,0.822490096
2020-02-18,Berkshire unloads a bit more of Apple stake,negative,0.967326939
2020-02-18,Wedbush stays bullish despite Apple warning,neutral,0.893627167
2020-02-18,"Apple suppliers, semi stocks drop on warnings",positive,0.679902494
2020-02-18,Apple AirTags launching in Q3?,negative,0.968405128
2020-02-18,Apple's iPhone SE successor hits delay - NAR,neutral,0.933841944
2020-02-19,Brussels proposes new digital strategy,negative,0.711412251
2020-02-20,"Apple roundup: iPhone takes hit in China, App Store grip loosening",neutral,0.826598763
2020-02-24,Apple bull sees April rebound for suppliers,negative,0.592367887
2020-02-24,VirnetX +12.5% as Supreme Court won't hear Apple appeal,positive,0.899567664
2020-02-24,Apple secures major new Manhattan office space - report,negative,0.849224031
2020-02-25,Apple reopening more than half of China stores after coronavirus closures - Bloomberg,neutral,0.546523988
2020-02-25,Needham cuts Apple estimates on virus impact,neutral,0.621720076
2020-02-25,"Apple roundup: Coronavirus impacts timeline, stroke study with J&J",negative,0.897215724
2020-02-26,Surge in streaming lifts recorded-music sales,neutral,0.922218144
2020-02-26,"Apple annual meeting: India retail store, $40B in wearables sales",positive,0.843106866
2020-02-27,Apple loses key operations execs - Bloomberg,neutral,0.829421997
2020-02-27,"The Fab 5"" mega-stocks will be painful to investors during the coming decade""",negative,0.77829814
2020-02-27,"Apple roundup: New iPad accessory, Chinese app deadline",negative,0.828749478
2020-02-28,"Apple's Cook says virus issues 'temporary,' praises supply resilience",neutral,0.833421528
2020-03-02,OpCo buys the dip in Apple; shares up 1% premarket,negative,0.470428407
2020-03-02,Apple settles throttling suit for up to $500M,positive,0.913458765
2020-03-03,Wedbush still bullish on 5G iPhones,neutral,0.69295752
2020-03-03,"Apple's mini-LED products not facing delay, says analyst",positive,0.873944342
2020-03-04,Apple supply chain recovering faster than expected - Nomura,neutral,0.620197237
2020-03-04,Apple warning stores about replacement iPhone shortage - Bloomberg,positive,0.858811498
2020-03-05,"Apple, Netflix pull out of SXSW 2020",negative,0.869233549
2020-03-06,Apple target cut on coronavirus uncertainty,negative,0.859785378
2020-03-09,'Doomsday' level of iPhone shipments in China - Wedbush,neutral,0.748513699
2020-03-10,"Apple TV+ could reach 95M subscribers, says BMO",negative,0.952340662
2020-03-11,BofA cuts tech giant on potential device delays,positive,0.742985368
2020-03-11,"Apple roundup: Fitness app for iPhone, Italy stores close",negative,0.799438059
2020-03-12,Apple's iPhone hit with supply issues - KeyBanc,neutral,0.905257344
2020-03-12,Apple signs deals with major record labels - FT,negative,0.953303039
2020-03-12,Apple receiving French antitrust fine on Monday - Reuters,positive,0.706327796
2020-03-12,Apple reopens all stores in China,negative,0.860789955
2020-03-13,Apple could buy Disney after pullback - Rosenblatt,neutral,0.858208954
2020-03-13,Wells Fargo bullish on tech giant despite coronavirus risk,neutral,0.89370954
2020-03-13,VirnetX jumps after receiving $454M from Apple,positive,0.886723578
2020-03-14,Apple to close all stores outside China until March 27,positive,0.666204989
2020-03-14,Wedbush says look to 2021 with Apple,negative,0.850998938
2020-03-16,France slaps â¬1.1B fine on Apple,neutral,0.60788554
2020-03-16,Apple falls on coronavirus unknowns,negative,0.958738506
2020-03-17,Apple closes retail stores 'until further notice',negative,0.883306861
2020-03-18,Apple's biggest bull trims target,negative,0.734685719
2020-03-18,"Apple launches new MacBook Air, iPad Pro",neutral,0.482631654
2020-03-19,"Apple target, iPhone estimates trimmed on virus impact",neutral,0.788304627
2020-03-19,Apple's 5G iPhones currently on schedule - Bloomberg,negative,0.702864408
2020-03-20,Apple is limiting online iPhone purchases,neutral,0.61953491
2020-03-21,Chase offers temporary assistance to cardholders during Covid-19 crisis,neutral,0.687933445
2020-03-21,Trump sees Hill getting 'very close' on additional relief legislation,neutral,0.805875719
2020-03-23,Apple cancels restrictions on iPhone buyers,positive,0.921196699
2020-03-23,"Apple roundup: Watch tariff exclusion, iPhone limits lifted",negative,0.868803501
2020-03-24,Apple target cut on continuing virus impact,neutral,0.855693996
2020-03-24,Apple reopening retail stores in April - Bloomberg,negative,0.741189778
2020-03-25,India lockdown suspends output of Apple suppliers,neutral,0.612182558
